text,score
olvidable,1
🔥 nada rescatable,1
meh total,1
😍 nada rescatable,1
ultra pésima,1
actuaciones flojas,1
nada rescatable,1
😴 guion flojo,1
muy lenta,1
actuaciones flojas,1
meh total,1
💩 meh total,1
muy lenta,1
no me gustó,1
actuaciones flojas en serio,1
😴 no me gustó,1
🔥 actuaciones flojas,1
meh total mucho,1
😭 nada rescatable,1
no me gustó demasiado,1
no me gustó posta,1
no me gustó,1
💩 ultra pésima,1
meh total,1
olvidable,1
actuaciones flojas,1
guion flojo,1
🔥 olvidable,1
😍 guion flojo,1
muy lenta,1
olvidable,1
re mala mucho,1
meh total demasiado,1
no me gustó en serio,1
guion flojo en serio,1
😍 no me gustó,1
actuaciones flojas,1
no me gustó,1
actuaciones flojas posta,1
😍 guion flojo,1
no me gustó,1
no me gustó,1
😭 no me gustó,1
re mala mal,1
😭 meh total,1
olvidable,1
meh total,1
💩 guion flojo,1
🎬 re mala,1
meh total demasiado,1
🎬 actuaciones flojas,1
olvidable,1
💩 actuaciones flojas,1
actuaciones flojas,1
no me gustó,1
🎬 olvidable,1
actuaciones flojas,1
meh total,1
nada rescatable,1
re mala,1
muy lenta,1
🎬 ultra pésima,1
no me gustó,1
nada rescatable,1
meh total,1
guion flojo,1
💩 re mala,1
re mala,1
😴 ultra pésima,1
😴 ultra pésima,1
😴 olvidable,1
olvidable en serio,1
😭 guion flojo,1
muy lenta en serio,1
meh total posta,1
🎬 del asco,1
actuaciones flojas,1
olvidable,1
re mala,1
re mala,1
guion flojo,1
olvidable,1
💩 olvidable,1
meh total,1
re mala posta,1
😍 actuaciones flojas,1
del asco,1
😴 meh total,1
nada rescatable,1
olvidable,1
olvidable demasiado,1
muy lenta de verdad,1
muy lenta,1
guion flojo,1
nada rescatable,1
nada rescatable,1
💩 re mala,1
meh total mucho,1
💩 meh total,1
😍 re mala,1
💩 del asco,1
😭 nada rescatable,1
meh total posta,1
del asco,1
nada rescatable,1
actuaciones flojas,1
🔥 actuaciones flojas,1
😴 del asco,1
ultra pésima en serio,1
muy lenta demasiado,1
no me gustó,1
no me gustó mal,1
ultra pésima,1
meh total,1
😭 actuaciones flojas,1
del asco,1
😭 ultra pésima,1
💩 nada rescatable,1
no me gustó mal,1
🎬 actuaciones flojas,1
🔥 guion flojo,1
del asco,1
meh total de verdad,1
💩 no me gustó,1
guion flojo,1
😭 del asco,1
re mala,1
re mala,1
olvidable,1
meh total mal,1
actuaciones flojas de verdad,1
meh total,1
olvidable posta,1
olvidable,1
nada rescatable,1
😍 olvidable,1
re mala,1
olvidable demasiado,1
olvidable de verdad,1
guion flojo,1
no me gustó mucho,1
😭 muy lenta,1
meh total en serio,1
actuaciones flojas,1
ultra pésima posta,1
re mala mal,1
😍 no me gustó,1
muy lenta,1
🎬 guion flojo,1
no me gustó posta,1
meh total,1
meh total mucho,1
muy lenta,1
del asco de verdad,1
ultra pésima posta,1
😭 olvidable,1
no me gustó mucho,1
no me gustó,1
olvidable,1
ultra pésima,1
meh total,1
🔥 ultra pésima,1
olvidable,1
re mala,1
actuaciones flojas,1
actuaciones flojas,1
muy lenta,1
no me gustó mucho,1
nada rescatable,1
💩 muy lenta,1
nada rescatable,1
🔥 nada rescatable,1
no me gustó demasiado,1
nada rescatable,1
guion flojo de verdad,1
meh total en serio,1
🎬 guion flojo,1
😴 nada rescatable,1
guion flojo,1
actuaciones flojas demasiado,1
guion flojo demasiado,1
😍 nada rescatable,1
💩 muy lenta,1
actuaciones flojas,1
muy lenta posta,1
guion flojo,1
😍 muy lenta,1
del asco,1
actuaciones flojas de verdad,1
muy lenta,1
guion flojo en serio,1
🎬 muy lenta,1
ultra pésima,1
olvidable mucho,1
muy lenta posta,1
meh total,1
😍 guion flojo,1
💩 olvidable,1
nada rescatable,1
😭 guion flojo,1
muy lenta,1
actuaciones flojas,1
🎬 nada rescatable,1
guion flojo,1
💩 guion flojo,1
🎬 no me gustó,1
re mala,1
ultra pésima mucho,1
re mala,1
del asco,1
nada rescatable posta,1
😍 olvidable,1
olvidable,1
guion flojo demasiado,1
del asco,1
🔥 olvidable,1
😭 zafa con lo justo,2
😴 más o menos,2
😭 zafa con lo justo,2
algunas partes buenas,2
medio pelo demasiado,2
😴 aceptable pero meh,2
regular en serio,2
guion flojito,2
😴 podría ser mejor,2
regular posta,2
regular,2
😭 podría ser mejor,2
medio pelo,2
💩 regular,2
algunas partes buenas,2
zafa con lo justo,2
😴 ni fu ni fa,2
😴 podría ser mejor,2
regular,2
ni fu ni fa,2
aceptable pero meh,2
medio pelo demasiado,2
podría ser mejor,2
ni fu ni fa,2
regular,2
podría ser mejor,2
podría ser mejor,2
🔥 algo aburrida,2
zafa con lo justo,2
aceptable pero meh,2
🔥 algunas partes buenas,2
💩 algo aburrida,2
más o menos,2
🔥 más o menos,2
ni fu ni fa,2
😍 guion flojito,2
guion flojito,2
aceptable pero meh posta,2
💩 ni fu ni fa,2
algunas partes buenas demasiado,2
ni fu ni fa mal,2
más o menos,2
guion flojito,2
zafa con lo justo,2
medio pelo,2
más o menos,2
zafa con lo justo,2
zafa con lo justo mucho,2
aceptable pero meh mal,2
regular,2
😴 ni fu ni fa,2
algunas partes buenas posta,2
💩 aceptable pero meh,2
regular,2
😍 guion flojito,2
😍 algo aburrida,2
😴 regular,2
medio pelo mucho,2
ni fu ni fa en serio,2
podría ser mejor de verdad,2
guion flojito demasiado,2
aceptable pero meh,2
más o menos,2
🔥 aceptable pero meh,2
medio pelo,2
🔥 podría ser mejor,2
podría ser mejor en serio,2
algunas partes buenas,2
algunas partes buenas posta,2
🎬 ni fu ni fa,2
zafa con lo justo,2
regular,2
😍 guion flojito,2
guion flojito,2
más o menos mucho,2
algunas partes buenas,2
🔥 ni fu ni fa,2
zafa con lo justo de verdad,2
más o menos de verdad,2
🔥 zafa con lo justo,2
podría ser mejor,2
más o menos,2
guion flojito,2
🎬 zafa con lo justo,2
medio pelo,2
algo aburrida,2
🔥 algo aburrida,2
algo aburrida mucho,2
aceptable pero meh,2
😍 más o menos,2
regular,2
más o menos,2
algunas partes buenas,2
algunas partes buenas,2
medio pelo,2
guion flojito,2
guion flojito,2
ni fu ni fa,2
😴 zafa con lo justo,2
algo aburrida mucho,2
aceptable pero meh,2
regular demasiado,2
ni fu ni fa de verdad,2
algunas partes buenas,2
🎬 zafa con lo justo,2
medio pelo,2
zafa con lo justo en serio,2
guion flojito,2
podría ser mejor,2
regular,2
aceptable pero meh mucho,2
algunas partes buenas,2
regular demasiado,2
medio pelo,2
🔥 medio pelo,2
algunas partes buenas,2
aceptable pero meh,2
más o menos de verdad,2
algunas partes buenas,2
💩 zafa con lo justo,2
guion flojito,2
🎬 algunas partes buenas,2
💩 podría ser mejor,2
ni fu ni fa,2
zafa con lo justo,2
😴 podría ser mejor,2
regular,2
algo aburrida,2
💩 podría ser mejor,2
guion flojito,2
💩 algo aburrida,2
más o menos,2
😭 zafa con lo justo,2
🎬 algunas partes buenas,2
ni fu ni fa en serio,2
regular,2
🔥 algo aburrida,2
😍 algunas partes buenas,2
regular en serio,2
regular demasiado,2
algunas partes buenas en serio,2
más o menos,2
😴 zafa con lo justo,2
💩 zafa con lo justo,2
algo aburrida mucho,2
más o menos,2
guion flojito,2
ni fu ni fa,2
😴 regular,2
😭 más o menos,2
🎬 guion flojito,2
guion flojito,2
podría ser mejor,2
medio pelo,2
medio pelo,2
guion flojito de verdad,2
medio pelo,2
algunas partes buenas,2
podría ser mejor,2
algo aburrida,2
algunas partes buenas,2
🔥 aceptable pero meh,2
😴 regular,2
🔥 aceptable pero meh,2
más o menos,2
más o menos,2
😭 ni fu ni fa,2
algo aburrida,2
😍 guion flojito,2
guion flojito mal,2
podría ser mejor,2
😍 más o menos,2
aceptable pero meh,2
🔥 zafa con lo justo,2
más o menos,2
zafa con lo justo,2
guion flojito,2
más o menos en serio,2
algunas partes buenas,2
algunas partes buenas,2
medio pelo,2
más o menos,2
podría ser mejor mucho,2
😍 zafa con lo justo,2
🎬 medio pelo,2
😭 zafa con lo justo,2
más o menos,2
aceptable pero meh,2
ni fu ni fa,2
ni fu ni fa,2
medio pelo demasiado,2
💩 podría ser mejor,2
😴 zafa con lo justo,2
aceptable pero meh posta,2
aceptable pero meh,2
más o menos,2
guion flojito,2
guion flojito mal,2
😴 más o menos,2
ni fu ni fa mucho,2
más o menos,2
más o menos,2
más o menos,2
podría ser mejor,2
algunas partes buenas mucho,2
😭 algo aburrida,2
algo aburrida,2
más o menos en serio,2
regular,2
regular,2
medio pelo,2
💩 algunas partes buenas,2
más o menos,2
😭 más o menos,2
guion flojito,2
algunas partes buenas,2
algunas partes buenas de verdad,2
😍 algunas partes buenas,2
🎬 algunas partes buenas,2
zafa con lo justo,2
más o menos,2
medio pelo demasiado,2
ni fu ni fa,2
zafa con lo justo posta,2
más o menos mal,2
aceptable pero meh mal,2
😭 podría ser mejor,2
🎬 medio pelo,2
😴 algo aburrida,2
aceptable pero meh,2
😭 regular,2
aceptable pero meh mal,2
😴 zafa con lo justo,2
aceptable pero meh,2
😍 zafa con lo justo,2
medio pelo,2
algunas partes buenas de verdad,2
algunas partes buenas,2
ni fu ni fa,2
ni fu ni fa,2
podría ser mejor de verdad,2
💩 algo aburrida,2
😴 regular,2
🎬 medio pelo,2
💩 algunas partes buenas,2
😍 más o menos,2
ni fu ni fa,2
😍 algo aburrida,2
podría ser mejor,2
más o menos de verdad,2
😴 podría ser mejor,2
algo aburrida,2
algunas partes buenas,2
💩 medio pelo,2
algunas partes buenas,2
medio pelo en serio,2
podría ser mejor,2
ni fu ni fa mal,2
😴 algo aburrida,2
ni fu ni fa mal,2
💩 algunas partes buenas,2
algo aburrida mal,2
zafa con lo justo demasiado,2
zafa con lo justo,2
🎬 algunas partes buenas,2
aceptable pero meh,2
guion flojito,2
algo aburrida demasiado,2
😍 guion flojito,2
medio pelo,2
zafa con lo justo,2
algo aburrida,2
😴 medio pelo,2
algunas partes buenas de verdad,2
aceptable pero meh mal,2
algo aburrida,2
algo aburrida,2
🔥 ni fu ni fa,2
zafa con lo justo,2
guion flojito,2
algunas partes buenas,2
guion flojito en serio,2
zafa con lo justo,2
😭 aceptable pero meh,2
regular,2
😍 regular,2
ni fu ni fa posta,2
guion flojito,2
😭 más o menos,2
😭 podría ser mejor,2
zafa con lo justo,2
algo aburrida mucho,2
algo aburrida mal,2
más o menos posta,2
aceptable pero meh,2
aceptable pero meh,2
más o menos,2
ni fu ni fa,2
🎬 medio pelo,2
podría ser mejor en serio,2
🔥 regular,2
💩 más o menos,2
más o menos mal,2
🔥 algo aburrida,2
algo aburrida,2
algunas partes buenas,2
guion flojito demasiado,2
algunas partes buenas,2
podría ser mejor posta,2
guion flojito en serio,2
medio pelo,2
😍 ni fu ni fa,2
algo aburrida,2
regular,2
🔥 ni fu ni fa,2
algo aburrida,2
guion flojito de verdad,2
zafa con lo justo mal,2
algunas partes buenas,2
😭 guion flojito,2
zafa con lo justo de verdad,2
guion flojito posta,2
guion flojito,2
ni fu ni fa,2
ni fu ni fa,2
😴 algo aburrida,2
ni fu ni fa mal,2
más o menos,2
😍 podría ser mejor,2
🎬 guion flojito,2
podría ser mejor en serio,2
🔥 algunas partes buenas,2
zafa con lo justo posta,2
algo aburrida,2
podría ser mejor en serio,2
😭 más o menos,2
más o menos,2
regular mucho,2
guion flojito mal,2
😭 guion flojito,2
aceptable pero meh en serio,2
aceptable pero meh,2
más o menos,2
zafa con lo justo mal,2
😍 regular,2
aceptable pero meh,2
algo aburrida mucho,2
zafa con lo justo,2
🎬 ni fu ni fa,2
ni fu ni fa mal,2
😴 algunas partes buenas,2
más o menos mal,2
guion flojito,2
🎬 aceptable pero meh,2
guion flojito demasiado,2
algo aburrida,2
😴 regular,2
algunas partes buenas,2
más o menos,2
algo aburrida,2
zafa con lo justo,2
medio pelo en serio,2
guion flojito,2
podría ser mejor,2
regular en serio,2
ni fu ni fa,2
más o menos,2
ni fu ni fa,2
regular de verdad,2
medio pelo,2
regular,2
regular,2
algunas partes buenas,2
😴 algo aburrida,2
🔥 algo aburrida,2
algunas partes buenas posta,2
🔥 algunas partes buenas,2
🔥 guion flojito,2
regular mal,2
regular,2
aceptable pero meh,2
💩 algunas partes buenas,2
ni fu ni fa,2
medio pelo,2
medio pelo,2
regular,2
algunas partes buenas,2
🎬 algunas partes buenas,2
ni fu ni fa,2
🎬 zafa con lo justo,2
guion flojito,2
podría ser mejor posta,2
💩 podría ser mejor,2
zafa con lo justo,2
🔥 guion flojito,2
ni fu ni fa en serio,2
😴 medio pelo,2
regular,2
algo aburrida,2
guion flojito,2
😭 medio pelo,2
regular,2
algunas partes buenas mucho,2
podría ser mejor,2
guion flojito mal,2
😍 zafa con lo justo,2
algo aburrida,2
ni fu ni fa de verdad,2
más o menos,2
ni fu ni fa,2
😍 ni fu ni fa,2
guion flojito,2
regular,2
más o menos,2
medio pelo,2
aceptable pero meh,2
algunas partes buenas,2
guion flojito demasiado,2
guion flojito,2
😭 guion flojito,2
aceptable pero meh,2
más o menos en serio,2
guion flojito,2
😍 medio pelo,2
😴 aceptable pero meh,2
algunas partes buenas,2
más o menos posta,2
😴 aceptable pero meh,2
zafa con lo justo,2
más o menos,2
💩 guion flojito,2
😭 podría ser mejor,2
😭 guion flojito,2
algunas partes buenas,2
🎬 ni fu ni fa,2
guion flojito demasiado,2
medio pelo,2
algunas partes buenas,2
algo aburrida,2
zafa con lo justo de verdad,2
podría ser mejor,2
podría ser mejor en serio,2
aceptable pero meh,2
😍 zafa con lo justo,2
algo aburrida,2
podría ser mejor,2
podría ser mejor,2
😭 algunas partes buenas,2
😍 medio pelo,2
medio pelo mucho,2
algunas partes buenas,2
medio pelo posta,2
podría ser mejor,2
regular,2
regular,2
algo aburrida,2
algo aburrida,2
guion flojito,2
podría ser mejor,2
más o menos,2
podría ser mejor de verdad,2
😭 ni fu ni fa,2
podría ser mejor,2
💩 ni fu ni fa,2
aceptable pero meh,2
😴 algo aburrida,2
💩 aceptable pero meh,2
zafa con lo justo,2
zafa con lo justo,2
😭 zafa con lo justo,2
zafa con lo justo,2
🔥 más o menos,2
podría ser mejor posta,2
algunas partes buenas,2
podría ser mejor,2
😍 más o menos,2
😍 algo aburrida,2
zafa con lo justo,2
😍 algunas partes buenas,2
zafa con lo justo posta,2
regular,2
😭 más o menos,2
🎬 algo aburrida,2
aceptable pero meh,2
🎬 aceptable pero meh,2
algo aburrida,2
guion flojito,2
regular mal,2
algo aburrida,2
algunas partes buenas,2
ni fu ni fa mal,2
ni fu ni fa,2
guion flojito,2
zafa con lo justo,2
algo aburrida,2
😴 algo aburrida,2
aceptable pero meh,2
🔥 podría ser mejor,2
😴 medio pelo,2
😴 algo aburrida,2
😭 guion flojito,2
más o menos,2
aceptable pero meh,2
aceptable pero meh,2
podría ser mejor en serio,2
guion flojito,2
😭 podría ser mejor,2
zafa con lo justo,2
zafa con lo justo,2
😍 medio pelo,2
💩 más o menos,2
regular,2
😴 ni fu ni fa,2
guion flojito,2
regular,2
zafa con lo justo,2
algo aburrida,2
aceptable pero meh posta,2
regular,2
podría ser mejor demasiado,2
aceptable pero meh demasiado,2
guion flojito,2
más o menos,2
podría ser mejor,2
guion flojito,2
medio pelo de verdad,2
zafa con lo justo en serio,2
medio pelo,2
medio pelo,2
medio pelo posta,2
🎬 ni fu ni fa,2
😭 más o menos,2
algo aburrida posta,2
zafa con lo justo demasiado,2
aceptable pero meh,2
😴 algunas partes buenas,2
🎬 más o menos,2
aceptable pero meh,2
algo aburrida demasiado,2
ni fu ni fa,2
🎬 medio pelo,2
medio pelo demasiado,2
algo aburrida,2
🎬 algunas partes buenas,2
más o menos demasiado,2
algo aburrida,2
más o menos mucho,2
guion flojito,2
algo aburrida,2
algunas partes buenas,2
ni fu ni fa mucho,2
guion flojito,2
zafa con lo justo,2
podría ser mejor demasiado,2
😭 guion flojito,2
regular,2
aceptable pero meh,2
zafa con lo justo,2
😭 podría ser mejor,2
algunas partes buenas,2
algo aburrida,2
algunas partes buenas,2
algunas partes buenas posta,2
💩 algo aburrida,2
ni fu ni fa,2
guion flojito,2
🎬 zafa con lo justo,2
🎬 podría ser mejor,2
💩 regular,2
guion flojito de verdad,2
medio pelo,2
aceptable pero meh,2
algo aburrida,2
😍 podría ser mejor,2
regular,2
más o menos,2
algunas partes buenas mucho,2
algo aburrida,2
más o menos,2
ni fu ni fa de verdad,2
🎬 podría ser mejor,2
guion flojito,2
zafa con lo justo,2
algo aburrida,2
ni fu ni fa,2
podría ser mejor,2
😍 algunas partes buenas,2
zafa con lo justo,2
zafa con lo justo,2
😴 ni fu ni fa,2
algunas partes buenas,2
algo aburrida mal,2
😴 aceptable pero meh,2
algunas partes buenas,2
🔥 ni fu ni fa,2
guion flojito,2
aceptable pero meh de verdad,2
guion flojito,2
medio pelo,2
algo aburrida,2
😴 regular,2
más o menos,2
medio pelo de verdad,2
podría ser mejor,2
🔥 podría ser mejor,2
algunas partes buenas posta,2
ni fu ni fa,2
podría ser mejor,2
medio pelo,2
😭 podría ser mejor,2
más o menos,2
🎬 ni fu ni fa,2
podría ser mejor,2
💩 más o menos,2
regular,2
algo aburrida demasiado,2
😍 podría ser mejor,2
aceptable pero meh en serio,2
podría ser mejor demasiado,2
regular,2
guion flojito,2
ni fu ni fa en serio,2
algunas partes buenas,2
aceptable pero meh,2
algunas partes buenas posta,2
aceptable pero meh en serio,2
ni fu ni fa,2
medio pelo,2
🔥 algo aburrida,2
medio pelo,2
ni fu ni fa,2
💩 más o menos,2
🎬 regular,2
ni fu ni fa,2
más o menos,2
más o menos,2
😍 zafa con lo justo,2
aceptable pero meh,2
😍 medio pelo,2
zafa con lo justo mucho,2
guion flojito,2
😭 podría ser mejor,2
regular en serio,2
zafa con lo justo,2
algunas partes buenas,2
algunas partes buenas en serio,2
regular,2
medio pelo,2
podría ser mejor,2
🔥 guion flojito,2
💩 zafa con lo justo,2
😭 guion flojito,2
guion flojito,2
🎬 guion flojito,2
regular,2
💩 podría ser mejor,2
ni fu ni fa posta,2
regular,2
💩 más o menos,2
regular de verdad,2
ni fu ni fa,2
😭 medio pelo,2
algo aburrida,2
algo aburrida de verdad,2
guion flojito,2
guion flojito demasiado,2
zafa con lo justo mucho,2
guion flojito,2
💩 más o menos,2
algunas partes buenas de verdad,2
regular,2
🔥 aceptable pero meh,2
🔥 aceptable pero meh,2
podría ser mejor,2
😴 podría ser mejor,2
aceptable pero meh,2
😭 más o menos,2
algo aburrida,2
guion flojito,2
algunas partes buenas,2
aceptable pero meh,2
aceptable pero meh mucho,2
medio pelo,2
podría ser mejor,2
😴 regular,2
😴 aceptable pero meh,2
🔥 algunas partes buenas,2
algunas partes buenas,2
algunas partes buenas,2
zafa con lo justo,2
😭 aceptable pero meh,2
más o menos,2
😍 más o menos,2
😭 zafa con lo justo,2
🔥 guion flojito,2
😴 aceptable pero meh,2
algunas partes buenas,2
guion flojito posta,2
😭 ni fu ni fa,2
😭 más o menos,2
algo aburrida mal,2
😭 algo aburrida,2
guion flojito,2
más o menos,2
más o menos,2
aceptable pero meh posta,2
💩 zafa con lo justo,2
ni fu ni fa demasiado,2
podría ser mejor,2
🎬 regular,2
😴 guion flojito,2
🔥 zafa con lo justo,2
guion flojito,2
guion flojito mucho,2
💩 aceptable pero meh,2
algo aburrida,2
aceptable pero meh,2
más o menos,2
zafa con lo justo,2
más o menos,2
💩 guion flojito,2
😍 regular,2
medio pelo demasiado,2
aceptable pero meh mucho,2
medio pelo,2
🔥 podría ser mejor,2
guion flojito posta,2
más o menos,2
más o menos,2
🎬 guion flojito,2
aceptable pero meh,2
medio pelo,2
podría ser mejor demasiado,2
algo aburrida posta,2
podría ser mejor mal,2
guion flojito de verdad,2
zafa con lo justo demasiado,2
😍 podría ser mejor,2
zafa con lo justo,2
algo aburrida posta,2
🎬 guion flojito,2
medio pelo,2
🔥 regular,2
regular de verdad,2
guion flojito,2
algo aburrida,2
más o menos,2
💩 regular,2
podría ser mejor,2
🎬 medio pelo,2
guion flojito,2
🎬 algo aburrida,2
medio pelo posta,2
guion flojito,2
😴 zafa con lo justo,2
🔥 medio pelo,2
😭 algo aburrida,2
aceptable pero meh,2
podría ser mejor,2
😴 ni fu ni fa,2
aceptable pero meh,2
regular,2
zafa con lo justo,2
regular en serio,2
aceptable pero meh de verdad,2
aceptable pero meh,2
podría ser mejor demasiado,2
regular,2
regular,2
medio pelo en serio,2
regular mal,2
guion flojito,2
más o menos,2
medio pelo,2
aceptable pero meh,2
🎬 algo aburrida,2
aceptable pero meh,2
podría ser mejor,2
😍 ni fu ni fa,2
algunas partes buenas,2
😍 podría ser mejor,2
🎬 más o menos,2
aceptable pero meh de verdad,2
😍 medio pelo,2
😭 medio pelo,2
algo aburrida,2
zafa con lo justo,2
más o menos,2
regular en serio,2
algunas partes buenas,2
más o menos,2
regular mucho,2
🎬 más o menos,2
😭 guion flojito,2
aceptable pero meh de verdad,2
aceptable pero meh,2
😭 guion flojito,2
regular,2
aceptable pero meh,2
aceptable pero meh,2
guion flojito,2
🔥 podría ser mejor,2
guion flojito demasiado,2
regular posta,2
guion flojito,2
regular,2
más o menos en serio,2
😍 más o menos,2
🎬 podría ser mejor,2
medio pelo,2
😍 podría ser mejor,2
🎬 aceptable pero meh,2
😭 algunas partes buenas,2
😍 guion flojito,2
💩 medio pelo,2
aceptable pero meh,2
guion flojito,2
guion flojito,2
podría ser mejor,2
guion flojito,2
podría ser mejor,2
más o menos,2
ni fu ni fa,2
zafa con lo justo,2
algunas partes buenas,2
zafa con lo justo,2
algunas partes buenas mucho,2
😍 algo aburrida,2
regular mucho,2
😴 regular,2
regular mucho,2
podría ser mejor posta,2
ni fu ni fa,2
re normal,3
re normal,3
me gustó un poco mal,3
normalita,3
entretenida a ratos de verdad,3
🔥 decente,3
💩 normalita,3
normalita,3
🎬 normalita,3
💩 normalita,3
buena para pasar el rato,3
no está mal de verdad,3
😍 simple,3
😍 re normal,3
decente de verdad,3
entretenida a ratos,3
😭 me gustó un poco,3
ok mucho,3
re normal mucho,3
normalita,3
meh,3
normalita,3
ok,3
decente mal,3
🔥 re normal,3
😴 simple,3
buena para pasar el rato,3
no está mal,3
ok,3
😍 simple,3
💩 re normal,3
no está mal,3
decente,3
ok,3
entretenida a ratos,3
buena para pasar el rato,3
🎬 buena para pasar el rato,3
😍 entretenida a ratos,3
😭 entretenida a ratos,3
normalita mal,3
simple,3
no está mal,3
me gustó un poco,3
meh,3
me gustó un poco,3
no está mal,3
normalita,3
🎬 simple,3
ok de verdad,3
buena para pasar el rato,3
😍 ok,3
buena para pasar el rato mal,3
😴 entretenida a ratos,3
🔥 re normal,3
🎬 no está mal,3
re normal posta,3
re normal,3
🔥 normalita,3
😍 meh,3
ok,3
😭 buena para pasar el rato,3
simple,3
decente,3
😴 me gustó un poco,3
simple,3
😭 no está mal,3
decente,3
simple en serio,3
no está mal,3
💩 no está mal,3
re normal,3
ok,3
meh en serio,3
😭 buena para pasar el rato,3
😴 meh,3
simple,3
entretenida a ratos mal,3
ok,3
entretenida a ratos de verdad,3
re normal,3
me gustó un poco de verdad,3
simple,3
meh mal,3
simple,3
💩 meh,3
😴 decente,3
😴 no está mal,3
ok,3
😴 re normal,3
me gustó un poco,3
😭 re normal,3
simple,3
💩 ok,3
re normal,3
ok mucho,3
buena para pasar el rato,3
re normal de verdad,3
😍 simple,3
no está mal,3
entretenida a ratos,3
🎬 normalita,3
re normal,3
simple,3
😍 normalita,3
decente,3
ok,3
ok,3
me gustó un poco,3
re normal,3
re normal,3
no está mal de verdad,3
💩 me gustó un poco,3
ok,3
😭 ok,3
entretenida a ratos,3
💩 no está mal,3
🎬 entretenida a ratos,3
simple mal,3
ok,3
💩 entretenida a ratos,3
🔥 ok,3
ok,3
entretenida a ratos posta,3
🎬 simple,3
😭 meh,3
normalita,3
meh mal,3
ok,3
normalita,3
re normal,3
🔥 meh,3
😴 ok,3
entretenida a ratos,3
ok,3
😍 re normal,3
buena para pasar el rato,3
simple posta,3
decente,3
ok,3
😍 re normal,3
no está mal,3
decente,3
normalita,3
me gustó un poco,3
buena para pasar el rato,3
re normal posta,3
me gustó un poco,3
buena para pasar el rato,3
normalita,3
💩 decente,3
buena para pasar el rato,3
😍 re normal,3
re normal,3
no está mal,3
💩 entretenida a ratos,3
normalita de verdad,3
entretenida a ratos mucho,3
decente en serio,3
💩 ok,3
🔥 entretenida a ratos,3
🎬 entretenida a ratos,3
buena para pasar el rato,3
😍 buena para pasar el rato,3
normalita,3
decente en serio,3
buena para pasar el rato,3
no está mal,3
simple,3
normalita demasiado,3
ok,3
decente,3
me gustó un poco posta,3
no está mal,3
ok,3
simple,3
normalita,3
me gustó un poco,3
😴 entretenida a ratos,3
no está mal,3
buena para pasar el rato de verdad,3
🎬 normalita,3
re normal,3
re normal,3
😴 no está mal,3
meh de verdad,3
entretenida a ratos,3
💩 buena para pasar el rato,3
😭 decente,3
re normal de verdad,3
🔥 no está mal,3
buena para pasar el rato de verdad,3
entretenida a ratos mal,3
💩 no está mal,3
normalita,3
meh,3
🔥 ok,3
buena para pasar el rato,3
😍 me gustó un poco,3
buena para pasar el rato,3
💩 me gustó un poco,3
normalita,3
re normal,3
re normal,3
💩 re normal,3
buena para pasar el rato,3
entretenida a ratos,3
buena para pasar el rato,3
normalita mucho,3
no está mal,3
normalita demasiado,3
🔥 simple,3
buena para pasar el rato,3
meh,3
ok,3
🎬 decente,3
meh,3
entretenida a ratos posta,3
💩 decente,3
meh,3
me gustó un poco,3
ok de verdad,3
normalita,3
me gustó un poco demasiado,3
ok,3
me gustó un poco,3
normalita,3
😍 normalita,3
😭 no está mal,3
simple en serio,3
💩 normalita,3
😭 decente,3
simple,3
meh,3
simple mal,3
ok,3
💩 ok,3
💩 no está mal,3
entretenida a ratos,3
💩 meh,3
normalita mucho,3
meh,3
ok,3
no está mal posta,3
meh mal,3
🔥 entretenida a ratos,3
😭 me gustó un poco,3
buena para pasar el rato,3
meh,3
re normal,3
decente,3
💩 re normal,3
re normal,3
no está mal,3
normalita,3
entretenida a ratos,3
meh,3
re normal,3
ok,3
😍 simple,3
meh,3
ok en serio,3
🔥 me gustó un poco,3
💩 no está mal,3
ok,3
me gustó un poco,3
buena para pasar el rato,3
simple,3
buena para pasar el rato demasiado,3
entretenida a ratos de verdad,3
ok,3
ok,3
😭 entretenida a ratos,3
😴 simple,3
meh posta,3
🔥 ok,3
re normal,3
💩 ok,3
no está mal,3
🔥 ok,3
🎬 re normal,3
re normal,3
buena para pasar el rato,3
entretenida a ratos mal,3
no está mal,3
normalita,3
simple,3
meh,3
re normal,3
😴 normalita,3
buena para pasar el rato,3
re normal,3
🔥 me gustó un poco,3
😍 simple,3
entretenida a ratos,3
no está mal,3
me gustó un poco,3
meh de verdad,3
no está mal mal,3
buena para pasar el rato,3
entretenida a ratos,3
entretenida a ratos,3
no está mal de verdad,3
entretenida a ratos,3
😴 normalita,3
😍 normalita,3
re normal,3
💩 simple,3
no está mal,3
meh mal,3
normalita en serio,3
decente,3
no está mal,3
😍 meh,3
entretenida a ratos posta,3
no está mal posta,3
💩 me gustó un poco,3
no está mal,3
🎬 no está mal,3
normalita posta,3
decente,3
💩 ok,3
normalita mal,3
me gustó un poco,3
💩 normalita,3
💩 no está mal,3
🔥 entretenida a ratos,3
me gustó un poco,3
💩 simple,3
re normal posta,3
decente,3
decente,3
me gustó un poco,3
no está mal,3
entretenida a ratos,3
entretenida a ratos,3
simple,3
😭 meh,3
no está mal,3
💩 normalita,3
😭 decente,3
ok,3
me gustó un poco,3
simple,3
🎬 entretenida a ratos,3
simple,3
😴 me gustó un poco,3
no está mal,3
entretenida a ratos,3
me gustó un poco,3
meh posta,3
normalita,3
